City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
225,Zabaykalsk,RU,49.6333,117.3167,70.0,25,48,10.18,scattered clouds,2022-06-02 03:45:43
226,Phan Thiet,VN,10.9333,108.1,86.52,71,74,8.79,broken clouds,2022-06-02 03:45:44
227,Gainesville,US,29.6516,-82.3248,75.09,83,0,0.0,clear sky,2022-06-02 03:42:10
228,Geraldton,AU,-28.7667,114.6,68.41,49,0,6.91,clear sky,2022-06-02 03:45:45
229,Poum,NC,-20.2333,164.0167,76.93,72,19,17.22,few clouds,2022-06-02 03:46:46
230,Tuatapere,NZ,-46.1333,167.6833,49.3,91,100,12.26,overcast clouds,2022-06-02 03:46:46
231,Zahir Pir,PK,28.8124,70.524,104.13,7,0,7.14,clear sky,2022-06-02 03:46:47
232,Torbay,CA,47.6666,-52.7314,43.29,96,100,18.41,light rain,2022-06-02 03:46:48
233,Knysna,ZA,-34.0363,23.0471,53.98,53,64,4.72,broken clouds,2022-06-02 03:46:49
234,Hudson Bay,CA,52.85,-102.3842,44.4,71,100,14.5,overcast clouds,2022-06-02 03:46:49
235,Sjovegan,NO,68.8726,17.8474,57.94,71,19,6.46,few clouds,2022-06-02 03:46:50
236,Vemalwada,IN,18.4667,78.8833,100.09,26,68,17.9,broken clouds,2022-06-02 03:46:50
237,Goderich,CA,43.7501,-81.7165,56.91,62,29,8.05,scattered clouds,2022-06-02 03:45:15
238,Siteki,SZ,-26.45,31.95,46.9,61,0,2.46,clear sky,2022-06-02 03:46:51
239,Zhaoyuan,CN,37.3592,120.3964,90.59,24,19,5.17,few clouds,2022-06-02 03:46:52
240,Waingapu,ID,-9.6567,120.2641,86.36,63,42,9.46,scattered clouds,2022-06-02 03:46:53
241,Vallenar,CL,-28.5708,-70.7581,49.91,86,100,2.39,overcast clouds,2022-06-02 03:46:53
242,Tarija,BO,-21.5355,-64.7296,42.71,75,71,5.75,broken clouds,2022-06-02 03:46:54
243,Cherskiy,RU,68.75,161.3,64.85,36,100,14.74,overcast clouds,2022-06-02 03:46:54
244,Frontera,MX,26.9333,-101.45,88.32,48,48,5.01,scattered clouds,2022-06-02 03:44:35
245,Rock Hill,US,34.9249,-81.0251,78.98,77,0,4.61,clear sky,2022-06-02 03:46:55
246,Macapa,BR,0.0389,-51.0664,80.58,94,0,2.3,clear sky,2022-06-02 03:45:21
247,Urumqi,CN,43.801,87.6005,70.75,35,20,6.71,few clouds,2022-06-02 03:46:56
248,Grand Falls,CA,47.0461,-67.7418,50.41,71,92,4.7,overcast clouds,2022-06-02 03:46:01
249,Chiredzi,ZW,-21.05,31.6667,53.2,91,1,3.42,clear sky,2022-06-02 03:46:58
250,Bressuire,FR,46.9167,-0.5,52.81,76,81,9.64,broken clouds,2022-06-02 03:46:58
251,Panzhihua,CN,26.5851,101.7128,84.83,59,37,3.85,scattered clouds,2022-06-02 03:46:59
252,Yumen,CN,40.2833,97.2,76.23,27,99,17.02,overcast clouds,2022-06-02 03:47:00
253,Cabedelo,BR,-6.9811,-34.8339,74.07,86,47,6.69,scattered clouds,2022-06-02 03:47:00
254,Solikamsk,RU,59.6196,56.7729,63.97,52,33,4.7,scattered clouds,2022-06-02 03:47:01
255,Maniitsoq,GL,65.4167,-52.9,37.98,66,34,6.15,scattered clouds,2022-06-02 03:47:02
256,Benguela,AO,-12.5763,13.4055,71.01,53,4,4.5,clear sky,2022-06-02 03:47:02
257,Cozumel,MX,20.5083,-86.9458,77.07,90,75,12.66,broken clouds,2022-06-02 03:45:03
258,Waukesha,US,43.0333,-88.3001,59.4,76,0,3.44,clear sky,2022-06-02 03:46:42
259,Fernie,CA,49.5,-115.0687,61.0,78,96,6.02,overcast clouds,2022-06-02 03:45:21
260,San Luis,AR,-33.295,-66.3356,39.88,61,7,6.29,clear sky,2022-06-02 03:46:09
261,San Patricio,US,28.017,-97.5169,82.29,79,8,11.59,clear sky,2022-06-02 03:47:05
262,Port Blair,IN,11.6667,92.75,86.04,74,75,9.22,broken clouds,2022-06-02 03:47:07
263,Nanortalik,GL,60.1432,-45.2371,39.25,88,100,4.7,light rain,2022-06-02 03:47:07
264,Sola,VU,-13.8833,167.55,83.07,84,75,0.0,broken clouds,2022-06-02 03:47:08
265,Walvis Bay,NA,-22.9575,14.5053,68.95,12,0,18.41,clear sky,2022-06-02 03:47:09
266,Bhag,PK,29.0415,67.8239,99.52,4,0,5.64,clear sky,2022-06-02 03:47:09
267,Khatanga,RU,71.9667,102.5,53.87,56,23,7.05,few clouds,2022-06-02 03:47:10
268,Douentza,ML,14.9951,-2.9517,92.79,21,10,5.75,clear sky,2022-06-02 03:47:11
269,Pierre,US,44.3683,-100.351,58.12,58,0,6.91,clear sky,2022-06-02 03:47:12
270,New Norfolk,AU,-42.7826,147.0587,51.89,65,89,3.29,overcast clouds,2022-06-02 03:47:13
271,Iskateley,RU,67.6803,53.1512,47.71,38,32,11.81,scattered clouds,2022-06-02 03:47:13
272,Sri Aman,MY,1.2376,111.4621,82.45,89,40,1.14,scattered clouds,2022-06-02 03:47:14
273,Tuensang,IN,26.2833,94.8333,74.8,95,88,1.68,overcast clouds,2022-06-02 03:47:15
274,Sorland,NO,67.667,12.6934,49.86,80,12,16.4,few clouds,2022-06-02 03:47:16
275,Brae,GB,60.3964,-1.353,49.24,90,100,15.73,overcast clouds,2022-06-02 03:48:16
276,Vila Velha,BR,-20.3297,-40.2925,70.95,97,0,3.44,clear sky,2022-06-02 03:43:42
277,Matadi,CD,-5.8167,13.45,71.08,97,72,1.54,broken clouds,2022-06-02 03:48:17
278,Ambikapur,IN,23.1167,83.2,99.68,12,33,6.55,scattered clouds,2022-06-02 03:48:18
279,Valley Station,US,38.1112,-85.8702,78.91,82,0,5.75,clear sky,2022-06-02 03:48:19
280,Gizo,SB,-8.103,156.8419,81.68,73,79,6.06,light rain,2022-06-02 03:48:19
281,Mataram,ID,-8.5833,116.1167,85.01,71,40,8.72,scattered clouds,2022-06-02 03:48:20
282,Kauswagan,PH,8.1917,124.0847,85.19,73,25,2.28,scattered clouds,2022-06-02 03:48:21
283,Grindavik,IS,63.8424,-22.4338,51.75,100,100,8.05,light intensity drizzle,2022-06-02 03:48:22
284,Padang,ID,-0.9492,100.3543,84.25,65,40,6.04,scattered clouds,2022-06-02 03:48:23
285,Kivertsi,UA,50.8343,25.4582,56.91,97,84,5.17,broken clouds,2022-06-02 03:48:23
286,Katangli,RU,51.7102,143.2326,43.77,79,97,17.83,overcast clouds,2022-06-02 03:48:24
287,Swanton,US,41.5887,-83.8911,67.95,94,0,6.91,clear sky,2022-06-02 03:48:25
288,Paamiut,GL,61.994,-49.6678,37.17,75,5,7.94,clear sky,2022-06-02 03:48:26
289,Tiksi,RU,71.6872,128.8694,34.66,84,74,8.03,broken clouds,2022-06-02 03:48:26
290,Foshan,CN,23.0268,113.1315,86.04,60,99,10.71,overcast clouds,2022-06-02 03:45:32
291,Arteaga,MX,18.4667,-102.4167,63.52,92,45,4.68,scattered clouds,2022-06-02 03:48:27
292,Cuamba,MZ,-14.8031,36.5372,61.39,87,99,6.85,light rain,2022-06-02 03:48:28
293,Sabak,MY,3.7675,100.9875,89.96,56,75,2.21,broken clouds,2022-06-02 03:48:29
294,Korem,ET,12.5058,39.5228,62.53,32,8,1.5,clear sky,2022-06-02 03:48:29
295,Rawson,AR,-43.3002,-65.1023,43.66,77,73,8.43,broken clouds,2022-06-02 03:48:30
296,Isangel,VU,-19.55,169.2667,86.11,74,75,6.91,broken clouds,2022-06-02 03:48:30
297,Husavik,IS,66.0449,-17.3389,46.83,89,100,1.19,overcast clouds,2022-06-02 03:48:31
298,Kelo,TD,9.3086,15.8066,79.21,62,18,5.14,few clouds,2022-06-02 03:48:32
299,Petatlan,MX,17.5167,-101.2667,78.58,82,100,2.89,overcast clouds,2022-06-02 03:48:32
300,Rehoboth,NA,-23.3167,17.0833,39.9,31,0,4.14,clear sky,2022-06-02 03:48:33
301,Cabo San Lucas,MX,22.8909,-109.9124,74.61,70,61,11.7,broken clouds,2022-06-02 03:46:10
302,Gazli,UZ,40.1333,63.45,89.37,14,0,6.51,clear sky,2022-06-02 03:48:34
303,Pochutla,MX,15.7432,-96.4661,73.81,79,96,3.56,overcast clouds,2022-06-02 03:48:34
304,Chake Chake,TZ,-5.2459,39.7666,74.71,83,56,12.3,light rain,2022-06-02 03:48:35
305,Zinder,NE,13.8072,8.9881,80.46,16,4,6.4,clear sky,2022-06-02 03:48:36
306,Mahanoro,MG,-19.9,48.8,64.96,81,0,5.44,clear sky,2022-06-02 03:48:37
307,Vila,PT,42.0304,-8.1588,50.88,93,80,3.87,broken clouds,2022-06-02 03:48:37
308,Dalbandin,PK,28.8947,64.4101,86.09,10,0,15.93,clear sky,2022-06-02 03:44:32
309,Laela,TZ,-8.5667,32.05,58.26,73,100,7.83,overcast clouds,2022-06-02 03:48:38
310,Tanete,ID,-3.9443,119.7848,89.01,61,11,8.34,few clouds,2022-06-02 03:48:39
311,Oyama,JP,36.3,139.8,81.59,34,24,8.79,few clouds,2022-06-02 03:48:39
312,Plettenberg Bay,ZA,-34.0527,23.3716,54.75,56,87,5.64,overcast clouds,2022-06-02 03:48:40
313,Coihaique,CL,-45.5752,-72.0662,21.81,93,20,1.14,few clouds,2022-06-02 03:48:41
314,Saskylakh,RU,71.9167,114.0833,39.61,99,88,6.38,overcast clouds,2022-06-02 03:48:41
315,Lavrentiya,RU,65.5833,-171.0,42.85,77,56,5.82,broken clouds,2022-06-02 03:48:42
316,Mareeba,AU,-17.0,145.4333,80.47,64,55,6.67,broken clouds,2022-06-02 03:48:43
317,Portland,US,45.5234,-122.6762,73.98,63,75,9.22,broken clouds,2022-06-02 03:48:43
318,Bogorodskoye,RU,56.55,37.8833,58.41,90,50,8.79,scattered clouds,2022-06-02 03:48:44
319,Isla Vista,US,34.4133,-119.861,78.35,55,0,4.32,clear sky,2022-06-02 03:48:44
320,Palmerston,AU,-12.486,130.9833,90.9,59,75,11.5,broken clouds,2022-06-02 03:48:45
321,Mount Gambier,AU,-37.8333,140.7667,50.9,62,100,8.01,overcast clouds,2022-06-02 03:48:46
322,Mandalgovi,MN,45.7625,106.2708,81.25,14,100,16.44,overcast clouds,2022-06-02 03:49:46
323,Khasan,RU,42.4308,130.6434,54.14,95,98,8.25,light rain,2022-06-02 03:49:47
324,Olga,RU,43.7444,135.2892,48.33,98,100,9.93,light rain,2022-06-02 03:49:48
325,Abu Kamal,SY,34.4506,40.9171,90.25,11,1,5.64,clear sky,2022-06-02 03:49:48
326,Santa Cruz Cabralia,BR,-16.2781,-39.0247,71.83,100,40,2.3,scattered clouds,2022-06-02 03:45:42
327,Lagoa,PT,39.05,-27.9833,60.82,87,100,5.95,overcast clouds,2022-06-02 03:49:49
328,Vajszlo,HU,45.8596,17.9841,64.29,95,14,5.79,few clouds,2022-06-02 03:49:50
329,Moreira Sales,BR,-24.0622,-53.0069,59.85,99,99,5.08,moderate rain,2022-06-02 03:49:51
330,Rantauprapat,ID,2.1,99.8333,91.8,46,48,0.67,scattered clouds,2022-06-02 03:49:52
331,Klaksvik,FO,62.2266,-6.589,43.72,90,39,11.01,scattered clouds,2022-06-02 03:49:52
332,Naze,JP,28.3667,129.4833,72.52,85,100,4.45,light rain,2022-06-02 03:49:53
333,Fasa,IR,28.9383,53.6482,67.24,18,0,4.61,clear sky,2022-06-02 03:49:53
334,Kembe,CF,4.6228,21.8865,68.31,99,100,1.01,moderate rain,2022-06-02 03:49:54
335,Lata,PT,40.1629,-8.3327,59.07,91,17,4.34,few clouds,2022-06-02 03:49:55
336,Sisimiut,GL,66.9395,-53.6735,38.93,63,22,8.7,few clouds,2022-06-02 03:49:56
337,Fortuna,US,40.5982,-124.1573,55.92,93,100,3.44,overcast clouds,2022-06-02 03:47:55
338,Hami,CN,42.8,93.45,79.88,26,8,3.94,clear sky,2022-06-02 03:49:57
339,Montepuez,MZ,-13.1256,38.9997,58.8,97,18,8.12,few clouds,2022-06-02 03:49:58
340,Muli,MV,2.9167,73.5667,83.84,70,89,15.48,overcast clouds,2022-06-02 03:49:59
341,Melilla,ES,35.2937,-2.9383,71.98,64,0,6.91,clear sky,2022-06-02 03:49:54
342,Anadyr,RU,64.75,177.4833,50.5,53,45,11.18,fog,2022-06-02 03:50:00
343,Chapeco,BR,-27.0964,-52.6183,51.55,100,100,4.61,fog,2022-06-02 03:50:00
344,Upernavik,GL,72.7868,-56.1549,22.57,81,3,5.26,clear sky,2022-06-02 03:50:01
345,Yerbogachen,RU,61.2767,108.0108,64.35,35,76,9.55,broken clouds,2022-06-02 03:50:02
346,Oshakati,NA,-17.7833,15.6833,46.42,18,62,13.33,broken clouds,2022-06-02 03:50:03
347,Tazovskiy,RU,67.4667,78.7,31.62,72,100,18.7,overcast clouds,2022-06-02 03:50:04
348,Carutapera,BR,-1.195,-46.02,75.45,92,99,4.74,overcast clouds,2022-06-02 03:50:04
349,Henties Bay,NA,-22.116,14.2845,67.17,22,0,13.38,clear sky,2022-06-02 03:50:05
350,Wanning,CN,18.8003,110.3967,88.23,70,64,14.74,broken clouds,2022-06-02 03:50:06
351,Iaciara,BR,-14.0958,-46.6317,65.12,55,6,2.13,clear sky,2022-06-02 03:50:07
352,Avera,US,33.194,-82.5271,76.51,55,0,6.35,clear sky,2022-06-02 03:50:08
353,Matozinhos,BR,-19.5578,-44.0814,66.63,77,0,5.75,clear sky,2022-06-02 03:50:09
354,Owo,NG,7.1962,5.5868,70.43,99,94,1.74,overcast clouds,2022-06-02 03:50:10
355,Tolaga Bay,NZ,-38.3667,178.3,60.76,89,28,15.55,scattered clouds,2022-06-02 03:50:10
356,Hobyo,SO,5.3505,48.5268,78.96,78,89,23.42,overcast clouds,2022-06-02 03:50:12
357,Olenegorsk,RU,68.15,33.3,56.37,59,54,2.84,broken clouds,2022-06-02 03:50:13
358,Qaqortoq,GL,60.7167,-46.0333,38.73,80,100,0.96,overcast clouds,2022-06-02 03:50:13
359,Tecoanapa,MX,16.5167,-98.75,80.58,72,60,5.28,broken clouds,2022-06-02 03:50:14
360,Elizabeth City,US,36.2946,-76.2511,82.42,75,0,1.01,clear sky,2022-06-02 03:50:14
361,Bastia,FR,42.6667,9.3333,67.3,90,20,3.44,few clouds,2022-06-02 03:50:15
362,Markapur,IN,15.7333,79.2833,96.19,37,100,13.56,overcast clouds,2022-06-02 03:50:16
363,Lasa,IT,46.6166,10.7002,56.28,87,75,2.51,broken clouds,2022-06-02 03:50:16
364,Roebourne,AU,-20.7833,117.1333,71.53,52,5,8.52,clear sky,2022-06-02 03:50:17
365,Galbshtadt,RU,53.2264,78.9845,56.7,48,4,14.56,clear sky,2022-06-02 03:51:18
366,Pervoye Maya,RU,56.164,44.7196,59.18,93,99,1.97,overcast clouds,2022-06-02 03:51:18
367,Natal,BR,-5.795,-35.2094,75.42,100,75,4.61,light rain,2022-06-02 03:51:19
368,Kodiak,US,57.79,-152.4072,53.11,66,100,5.75,overcast clouds,2022-06-02 03:51:20
369,Dawlatabad,AF,36.4141,64.9053,84.72,16,0,3.36,clear sky,2022-06-02 03:51:20
370,Port Shepstone,ZA,-30.7414,30.455,56.57,54,0,7.72,clear sky,2022-06-02 03:51:21
371,Agirish,RU,61.9247,63.0231,57.31,37,38,5.01,scattered clouds,2022-06-02 03:51:22
372,Sydney,AU,-33.8679,151.2073,63.36,57,75,10.0,broken clouds,2022-06-02 03:51:22
373,Bilibino,RU,68.0546,166.4372,63.16,31,100,17.47,overcast clouds,2022-06-02 03:51:23
374,Ust-Tsilma,RU,65.441,52.1498,58.5,33,61,5.86,broken clouds,2022-06-02 03:51:24
375,Port Said,EG,31.2565,32.2841,71.58,88,0,6.91,clear sky,2022-06-02 03:51:24
376,Udachnyy,RU,66.4167,112.4,64.45,31,39,16.2,scattered clouds,2022-06-02 03:51:25
377,Myski,RU,53.709,87.8014,44.92,97,100,15.3,moderate rain,2022-06-02 03:51:25
378,Broken Hill,AU,-31.95,141.4333,55.29,43,99,6.71,overcast clouds,2022-06-02 03:51:26
379,Coquimbo,CL,-29.9533,-71.3436,53.33,76,100,2.3,overcast clouds,2022-06-02 03:51:27
380,San Joaquin,US,37.9333,-121.3011,86.25,21,0,11.5,clear sky,2022-06-02 03:51:27
381,Tetouan,MA,35.5711,-5.3724,65.17,63,0,1.14,clear sky,2022-06-02 03:51:28
382,Batagay,RU,67.6333,134.6333,54.48,64,100,3.8,overcast clouds,2022-06-02 03:51:28
383,Krasnyy Chikoy,RU,50.3643,108.7512,80.55,26,100,6.42,overcast clouds,2022-06-02 03:51:29
384,Faanui,PF,-16.4833,-151.75,78.22,77,16,10.89,light rain,2022-06-02 03:51:30
385,Takoradi,GH,4.8845,-1.7554,77.81,88,64,5.12,broken clouds,2022-06-02 03:51:30
386,Dicabisagan,PH,17.0818,122.4157,90.01,62,37,12.12,scattered clouds,2022-06-02 03:51:31
387,Port Keats,AU,-14.25,129.55,85.57,65,19,7.72,few clouds,2022-06-02 03:47:38
388,Akureyri,IS,65.6835,-18.0878,44.53,93,75,3.44,broken clouds,2022-06-02 03:47:29
389,Comodoro Rivadavia,AR,-45.8667,-67.5,39.06,75,0,5.75,clear sky,2022-06-02 03:51:33
390,Manggar,ID,-2.8833,108.2667,86.43,66,77,10.42,broken clouds,2022-06-02 03:51:33
391,Ulladulla,AU,-35.35,150.4667,57.78,49,100,2.1,overcast clouds,2022-06-02 03:51:34
392,Zhanakorgan,KZ,43.9098,67.2495,82.71,22,7,8.66,clear sky,2022-06-02 03:51:35
393,Bandarbeyla,SO,9.4942,50.8122,81.91,65,19,24.96,few clouds,2022-06-02 03:51:35
394,Shar,KZ,49.5886,81.0453,59.59,43,83,20.6,broken clouds,2022-06-02 03:51:36
395,New Glasgow,CA,45.5834,-62.6486,49.78,86,9,11.03,clear sky,2022-06-02 03:48:14
396,La Romana,DO,18.4273,-68.9728,75.56,94,20,0.0,few clouds,2022-06-02 03:51:37
397,Khorixas,NA,-20.3667,14.9667,52.12,13,0,12.86,clear sky,2022-06-02 03:51:37
398,Taguatinga,BR,-12.3857,-46.5711,74.43,44,47,5.91,scattered clouds,2022-06-02 03:51:38
399,Nyurba,RU,63.2842,118.3319,64.85,43,59,5.08,broken clouds,2022-06-02 03:51:39
400,Bandar-E Lengeh,IR,26.5579,54.8807,87.91,70,0,4.61,clear sky,2022-06-02 03:51:39
401,Ilhabela,BR,-23.7781,-45.3581,69.87,95,100,2.06,overcast clouds,2022-06-02 03:51:40
402,Gamba,GA,-2.65,10.0,71.73,91,43,2.64,scattered clouds,2022-06-02 03:51:40
403,Loukhi,RU,66.0764,33.0381,58.17,66,34,6.2,scattered clouds,2022-06-02 03:51:41
404,Ossora,RU,59.2353,163.0719,46.4,62,0,4.9,clear sky,2022-06-02 03:51:42
405,Port-Gentil,GA,-0.7193,8.7815,75.4,89,59,10.04,broken clouds,2022-06-02 03:51:42
406,Kalabo,ZM,-14.97,22.6814,48.7,75,18,5.48,few clouds,2022-06-02 03:51:43
407,Pueblo,US,38.2545,-104.6091,54.36,82,100,8.05,overcast clouds,2022-06-02 03:51:15
408,Ilulissat,GL,69.2167,-51.1,22.64,81,7,6.64,clear sky,2022-06-02 03:51:44
409,Mandera,KE,3.9366,41.867,75.85,70,43,13.11,scattered clouds,2022-06-02 03:51:45
410,Teahupoo,PF,-17.8333,-149.2667,73.36,77,92,17.0,overcast clouds,2022-06-02 03:51:46
411,Zaysan,KZ,47.4667,84.8667,58.03,54,87,9.08,overcast clouds,2022-06-02 03:51:46
412,Pisco,PE,-13.7,-76.2167,61.02,82,85,3.44,overcast clouds,2022-06-02 03:51:47
413,Dillon,US,34.4166,-79.3712,82.74,68,20,5.7,few clouds,2022-06-02 03:51:31
414,Dharmabad,IN,18.9,77.85,98.42,22,91,17.72,overcast clouds,2022-06-02 03:52:48
415,Shache,CN,38.4167,77.2406,80.56,11,100,18.52,overcast clouds,2022-06-02 03:52:48
416,Sicuani,PE,-14.2694,-71.2261,42.4,81,98,3.06,overcast clouds,2022-06-02 03:52:49
417,Grevesmuhlen,DE,53.8667,11.1833,46.83,90,69,9.8,broken clouds,2022-06-02 03:52:50
418,Nabire,ID,-3.3667,135.4833,86.92,61,8,5.88,clear sky,2022-06-02 03:52:50
419,Kuito,AO,-12.3833,16.9333,45.63,73,0,4.0,clear sky,2022-06-02 03:52:51
420,Ilheus,BR,-14.7889,-39.0494,70.77,94,39,5.03,scattered clouds,2022-06-02 03:52:52
421,Hailar,CN,49.2,119.7,72.37,24,60,10.42,broken clouds,2022-06-02 03:52:52
422,Prince Rupert,CA,54.3161,-130.3201,58.69,79,75,2.3,broken clouds,2022-06-02 03:50:09
423,Ponnani,IN,10.767,75.9252,83.52,69,20,3.69,few clouds,2022-06-02 03:52:53
424,Suba,PH,10.8438,121.0102,84.0,69,37,5.57,scattered clouds,2022-06-02 03:52:54
425,Katobu,ID,-4.9408,122.5276,87.76,61,25,1.25,scattered clouds,2022-06-02 03:52:54
426,Zhigansk,RU,66.7697,123.3711,56.35,62,80,10.6,broken clouds,2022-06-02 03:52:55
427,Palmer,US,42.1584,-72.3287,57.61,82,100,6.91,overcast clouds,2022-06-02 03:51:13
428,Constantine,DZ,36.365,6.6147,75.16,35,51,6.04,broken clouds,2022-06-02 03:52:56
429,Yar-Sale,RU,66.8333,70.8333,33.4,52,51,25.7,broken clouds,2022-06-02 03:52:57
430,Tual,ID,-5.6667,132.75,84.24,72,85,13.82,overcast clouds,2022-06-02 03:52:57
431,Amalapuram,IN,16.5833,82.0167,98.02,41,100,7.02,overcast clouds,2022-06-02 03:52:58
432,Labuhan,ID,-6.8844,112.2051,85.66,63,18,5.48,few clouds,2022-06-02 03:52:59
433,Wabrzezno,PL,53.2799,18.9477,50.07,92,61,6.35,broken clouds,2022-06-02 03:52:59
434,Presidente Medici,BR,-11.1753,-61.9014,72.99,76,8,0.83,clear sky,2022-06-02 03:53:00
435,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.34,87,32,3.09,scattered clouds,2022-06-02 03:53:01
436,Amurzet,RU,47.6967,131.0981,54.81,89,100,11.61,overcast clouds,2022-06-02 03:53:01
437,Kaseda,JP,31.4167,130.3167,72.52,64,100,3.98,overcast clouds,2022-06-02 03:53:03
438,San Quintin,MX,30.4833,-115.95,61.0,85,0,4.16,clear sky,2022-06-02 03:53:03
439,Lufilufi,WS,-13.8745,-171.5986,91.18,74,22,9.55,few clouds,2022-06-02 03:53:04
440,Meulaboh,ID,4.1363,96.1285,78.55,83,100,1.39,overcast clouds,2022-06-02 03:53:05
441,Coos Bay,US,43.3665,-124.2179,57.31,94,100,10.36,overcast clouds,2022-06-02 03:50:24
442,Camocim,BR,-2.9022,-40.8411,74.68,92,99,8.25,overcast clouds,2022-06-02 03:53:06
443,Alcudia,ES,39.8532,3.1214,69.19,76,23,8.25,few clouds,2022-06-02 03:53:07
444,Espirito Santo Do Pinhal,BR,-22.1158,-46.6828,64.56,73,77,4.52,broken clouds,2022-06-02 03:53:08
445,Yurga,RU,55.7231,84.8861,44.92,82,100,17.67,overcast clouds,2022-06-02 03:53:08
446,Lae,PG,-6.7221,146.9847,88.47,63,19,7.78,few clouds,2022-06-02 03:53:09
447,Bafq,IR,31.6128,55.4107,80.24,10,0,3.65,clear sky,2022-06-02 03:53:10
448,Mawlaik,MM,23.6333,94.4167,82.63,84,98,1.1,heavy intensity rain,2022-06-02 03:53:10
449,Chapais,CA,49.7834,-74.8492,47.98,96,100,7.85,overcast clouds,2022-06-02 03:53:11
450,Phetchabun,TH,16.25,101.0833,89.87,65,100,5.26,light rain,2022-06-02 03:53:11
451,Nakamura,JP,32.9833,132.9333,77.58,53,4,6.38,clear sky,2022-06-02 03:53:12
452,Brewster,US,41.3973,-73.6171,62.31,95,75,5.75,broken clouds,2022-06-02 03:53:13
